Name,Line 1,Line 2,Town,County,Postcode,lat,lng
Brewers Fayre Malt & Myre,Lomondgate Drive,,Dumbarton,West Dunbartonshire Council,G82 2QU,55.956839,-4.5594671
Brewers Fayre Marina,Wharf Farm,Coventry Road,Hinckley,Leicestershire,LE10 0NB,52.5370228,-1.4002801
Brewers Fayre Mersey Farm,Carrington Lane,Ashton upon Mersey,Sale,Greater Manchester,M33 5BL,53.430651,-2.35634
Brewers Fayre Minehead,Seaward Way,,Minehead,Somerset,TA24 6DF,51.2003028,-3.4614322
Brewers Fayre Monifieth Farm,Ethiebeaton Park,Monifieth,Dundee,Angus Council,DD5 4HB,56.4917392,-2.8320734
Brewers Fayre Monkey Puzzle (Farnborough),101 Ively Road,Cove,Farnborough,Hampshire,GU14 0LE,51.2888791,-0.7790976
Brewers Fayre Monkton Lodge,Kilmarnock Road,Monkton,Prestwick,South Ayrshire Council,KA9 2RJ,55.5229442,-4.5896694
Brewers Fayre Mulberry Tree,Braintree Road,,Braintree,Essex,CM77 8GG,51.8687955,0.5821105
Brewers Fayre Newhaven Quay,51-53 Newhaven Place,Newhaven,Edinburgh,,EH6 4TX,55.9825162,-3.1949516
Brewers Fayre Ocean Park,East Moors Industrial Estate,Keen Road,Cardiff,,CF24 5JT,51.477536,-3.1595439
Brewers Fayre Ocean Plaza,Marine Drive,,Southport,Merseyside,PR8 1RY,53.6509358,-3.0145562
Brewers Fayre Old Brickworks,Wakefield Road,Drighlington,Bradford,West Yorkshire,BD11 1EA,53.750142,-1.643645
Brewers Fayre Old Nelson,Stratford Road,,Stroud,Gloucestershire,GL5 4AF,51.74803,-2.2221483
Brewers Fayre Old West Quay,Maritime Avenue,,Hartlepool,,TS24 0XZ,54.6895264,-1.2016359
Brewers Fayre Orbital,Eastern Way,,Cannock,Staffordshire,WS11 8XR,52.6744936,-2.022672
Brewers Fayre Papermill,London Road,Loudwater,High Wycombe,Buckinghamshire,HP10 9YL,51.6080493,-0.6946771
Brewers Fayre Phoenix Park,Phoenix Business Park,Linwood,Paisley,Renfrewshire,PA1 2BH,55.8477802,-4.4786366
Brewers Fayre Pirnhall Inn,Glasgow Road,Whins of Milton,Stirling,,FK7 8EX,56.0809971,-3.9247193
Brewers Fayre Portway Inn,Joule Road,,Andover,Hampshire,SP10 3UX,51.2122227,-1.5171902
Brewers Fayre Preston Farm,Yarm Road,,Stockton-on-Tees,,TS18 3RT,54.545967,-1.332139
Brewers Fayre Promenade,Station Road,,Margate,Kent,CT9 5AF,51.3856964,1.3735421
Brewers Fayre Queen Victoria,Queen Victoria Road,,Burnley,Lancashire,BB10 3EF,53.79626409999999,-2.2334074
Brewers Fayre Queens Crossing,7A,Builyeon Road,South Queensferry,Edinburgh,EH30 9YJ,55.9839923,-3.4068297
Brewers Fayre Redhill,1 Spitfire Close,,Stafford,Staffordshire,ST16 1GX,52.83181339999999,-2.1349701
Brewers Fayre Rhubarb Triangle,Rhubarb Triangle,Herriot Way,Wakefield,West Yorkshire,WF1 2UF,53.6987679,-1.5079229
Brewers Fayre Rising Sun,2 Ascot Road,,Watford,Hertfordshire,WD18 8AP,51.6516532,-0.424076
Brewers Fayre Royal Forest,4 Ranger's Road,,London,Greater London,E4 7QH,51.6342975,0.0168438
Brewers Fayre Royal Quays,Coble Dene,Road,North Shields,Tyne and Wear,NE29 6DL,54.9946565,-1.4610568
Brewers Fayre Sidcot Arms,Bridgwater Road,,Winscombe,North Somerset,BS25 1NN,51.3061219,-2.8244464
Brewers Fayre Southend on Sea,Eastern Esplanade,,Southend-on-Sea,,SS1 2YT,51.5310991,0.7295033
Brewers Fayre Stable Gate,Alphagate Drive,Denton,Manchester,Greater Manchester,M34 3SH,53.4554789,-2.1347875
Brewers Fayre Stourbridge Town Centre,Birmingham Street,,Stourbridge,West Midlands,DY8 1JR,52.4574827,-2.1404743
Brewers Fayre Swallow,3 Augusta Close,Ransomes Industrial Estate,Ipswich,Suffolk,IP3 9SS,52.0268704,1.2062592
Brewers Fayre Swansea Vale,Upper Fforest Way,Llansamlet,Swansea,,SA6 8WB,51.665243,-3.912108
Brewers Fayre Telford Lodge,Rothwell Road,,Kettering,Northamptonshire,NN16 8FX,52.4075967,-0.7510291
Brewers Fayre The Airfield,Galleria Site,Comet Way,Hatfield,Hertfordshire,AL10 0DA,51.7687349,-0.2329864
Brewers Fayre The Brocklebank,Weston Road,,Crewe,Cheshire East,CW1 6FX,53.0874053,-2.4291788
Brewers Fayre The Carousel,Falconers Road,,Scarborough,North Yorkshire,YO11 2EN,54.2807831,-0.4010184
Brewers Fayre The Castlewood,Carter Lane East,South Normanton,Alfreton,Derbyshire,DE55 2DY,53.1046874,-1.3211271
Brewers Fayre The Cheswold,Doncaster Leisure Park,Bawtry Road,Doncaster,South Yorkshire,DN4 7NW,53.5122565,-1.1047134
Brewers Fayre The Dalesway,502 Bradford Road,Sandbeds,Bingley,Keighley,BD20 5NH,53.865572,-1.8553504
Brewers Fayre The Farrier,Harlaxton Road,,Grantham,Lincolnshire,NG31 7JT,52.8967928,-0.6645962999999999
Brewers Fayre The Guild,Birmingham Road,,Bromsgrove,Worcestershire,B61 0BA,52.339356,-2.048929
Brewers Fayre The Hampton,Off Ashbourne Road,London Road,Hampton,Peterborough,PE7 8BT,52.5403551,-0.2572579
Brewers Fayre The Harbour (Carrickfergus),Alexander Pier,Rodgers Quay,Carrickfergus,Mid and East Antrim,BT38 8BE,54.71164,-5.809139999999999
Brewers Fayre The Haven,Appian Way,,Grimsby,North East Lincolnshire,DN31 2UT,53.579089,-0.108457
Brewers Fayre The Haywain (Epsom),Off Saint Margaret Drive,Dorking Road,Epsom,Surrey,KT18 7LB,51.328573,-0.2714
Brewers Fayre The Howgate,Howgate,Howgate,Whitehaven,Cumbria,CA28 6PL,54.576153,-3.5634986
Brewers Fayre The Hunsworth,Whitehall Road,,Cleckheaton,West Yorkshire,BD19 6HG,53.7366453,-1.72169
Brewers Fayre The Lodmoor,Beach Road,,Weymouth,Dorset,DT4 7SX,50.624254,-2.4458062
Brewers Fayre The Mayflower,Parkeston Road,Dovercourt,Harwich,Essex,CO12 4NX,51.9391947,1.2581826
Brewers Fayre The Meadows,Meadow Gate,Wombwell,Barnsley,South Yorkshire,S73 0UN,53.5161349,-1.3776788
Brewers Fayre The Oaks,Holt Road,Airport,Norwich,Norfolk,NR6 6JA,52.6673324,1.2729581
Brewers Fayre The O'Bridge,Massingham Park,,Taunton,Somerset,TA2 7RX,51.0273317,-3.090924
Brewers Fayre The Point,1-3 James Watt Way,,Greenock,Inverclyde,PA15 2AD,55.9449145,-4.7342974
Brewers Fayre The Redwood,Talke Road,Red Street,Newcastle,Staffordshire,ST5 7EH,53.051016,-2.246327
Brewers Fayre The Regis,The Esplanade,,Bognor Regis,West Sussex,PO21 1BL,50.7824026,-0.6716725
Brewers Fayre The Sandpiper,Sandpiper Road,,Llanelli,Carmarthenshire,SA15 4SG,51.68249650000001,-4.1744922
Brewers Fayre The Sparrow,Combe Fields Road,Ansty,Coventry,Warwickshire,CV7 9JP,52.4336967,-1.3986593
Brewers Fayre The Turnpike (Yorkshire),A1 Business Park,Pontefract Road,Knottingley,West Yorkshire,WF11 0BU,53.7026723,-1.2736548
Brewers Fayre The Watermill (Halifax),Salterhebble Hill,Huddersfield Road,Halifax,West Yorkshire,HX3 0QT,53.702161,-1.854158
Brewers Fayre The Wentworth,Maple Road,Tankersley,Barnsley,South Yorkshire,S75 3DL,53.487685,-1.495685
Brewers Fayre The Wessington,Wessington Way,Castletown,Sunderland,Tyne and Wear,SR5 3HR,54.91110699999999,-1.456133
Brewers Fayre The Windmill,1 John Macadam Way,Hastings,Saint Leonards-on-sea,East Sussex,TN37 7DB,50.8866666,0.5503429
Brewers Fayre Three Bells,Silver Street,Hordle,Lymington,Hampshire,SO41 0FN,50.761486,-1.621086
Brewers Fayre Tindale Crossing,West Auckland Road,,Bishop Auckland,County Durham,DL14 9AP,54.6385212,-1.6873448
Brewers Fayre Tirfounder Fields,Riverside Retail Park,Tirfounder Fields,Aberdare,Rhondda Cynon Taff,CF44 0AH,51.701643,-3.418867
Brewers Fayre Tudor Rose,Parkgate Road,Ledsham,Ellesmere Port,Cheshire West and Chester,CH66 9PD,53.2607176,-2.9783517
Brewers Fayre Twirl of Hay,Caldy Valley Road,Great Boughton,Chester,Cheshire West and Chester,CH3 5PR,53.185388,-2.856217
Brewers Fayre Victoria Park,Victoria Business Park,Waun-Lwyd,Ebbw Vale,Blaenau Gwent,NP23 8AN,51.7585882,-3.1999056
Brewers Fayre Walsall Town Centre,Wolverhampton Street,,Walsall,West Midlands,WS2 8LR,52.585883,-1.987236
Brewers Fayre Weather Vane,Wokingham Road,,Bracknell,Bracknell Forest,RG42 1NA,51.417539,-0.756613
Brewers Fayre Wessex Flyer,Hengrove Leisure Park,Hengrove Way,Bristol,Bristol City,BS14 0HR,51.4175589,-2.5873782
Brewers Fayre Weston Super-Mare (Seafront),Dolphin Square,Beach Road,Weston-super-Mare,North Somerset,BS23 1TT,51.3452438,-2.980228
Brewers Fayre Wheatlea Park,Warrington Road,,Wigan,Greater Manchester,WN3 6XB,53.51605869999999,-2.6536572
Brewers Fayre Whittle Inn,Gloucester Business Park,Brockworth,Gloucester,Gloucestershire,GL3 4BJ,51.8484469,-2.1722871
Brewers Fayre Widnes,Venture Fields The Hive Leisure Park,,Widnes,Borough of Halton,WA8 0GY,53.360651,-2.725117
Brewers Fayre Willems Park,Off Wellington Avenue,Farnborough Road,Aldershot,Hampshire,GU11 1SQ,51.250756,-0.777038
Brewers Fayre Winsor House,1 Woolwich Manor Way,,London,Greater London,E6 5NT,51.514836,0.0610111
Brewers Fayre Winwick Quay,Ind. Estate,Winwick Road,Warrington,,WA2 8RN,53.4203674,-2.5987923
Brewers Fayre Yeadon Way,Yeadon Way,Southshore,Blackpool,,FY1 6BF,53.795487,-3.046978
Cookhouse + Pub Anchor Inn,Hellifield Road,Gargrave,Skipton,North Yorkshire,BD23 3NA,53.9840423,-2.1164668
Cookhouse + Pub Butterley Park,Nottingham Road,,Ripley,Derbyshire,DE5 3QP,53.0553962,-1.3983247
Cookhouse + Pub Cotton Mill,Moorfield Roundabout,Annadale,Kilmarnock,East Ayrshire Council,KA1 2RS,55.602987,-4.531603
Cookhouse + Pub Holystone Park,Edmund Road,Holystone,Newcastle upon Tyne,Tyne and Wear,NE27 0UN,55.0274838,-1.5235092
Cookhouse + Pub Honourable Pilot,Will Adams Way,,Gillingham,Medway,ME8 6BY,51.370402,0.569712
Cookhouse + Pub Inn On The Park,Corner Of Solar Way,,Enfield,Greater London,EN3 7XY,51.6753759,-0.0206736
Cookhouse + Pub King Sedgemoor Inn,Express Park,Bristol Road,Bridgwater,Somerset,TA6 4RR,51.1456712,-2.9916093
Cookhouse + Pub Lockyers Quay,1 Lockyers Quay,,Plymouth,,PL4 0DX,50.36774399999999,-4.129286
Cookhouse + Pub Penhale Round,Penhale,Penhale,Saint Columb,Cornwall,TR9 6NA,50.3779631,-4.943353399999999
Cookhouse + Pub Potters Arms,Church Langley Way,,Harlow,Essex,CM17 9TD,51.767103,0.1307214
Cookhouse + Pub The Brickfield,Cherry Garden Lane,,Folkestone,Kent,CT19 4AP,51.0939637,1.1564401
Cookhouse + Pub The Freeman,Seafront,Albion Terrace,Bridlington,East Riding of Yorkshire,YO15 2PJ,54.0860759,-0.184714
Cookhouse + Pub The Highwayman,Colmworth Business Park,Eaton Socon,St Neots,Saint Neots,PE19 8YP,52.2085133,-0.2892127
Cookhouse + Pub The Lakeside,Wolverhampton Road,,Oldbury,West Midlands,B69 2BH,52.5010984,-2.0313918
Cookhouse + Pub The Queen Inn,Congregation Way,,West Bromwich,West Midlands,B70 7PU,52.5225975,-1.9932338
Cookhouse + Pub The Steamboat,Seafront,,Skegness,Lincolnshire,PE25 3HH,53.1461415,0.3452413
Cookhouse + Pub The Submariner,21-26,West Parade,Rhyl,Denbighshire,LL18 1HE,53.3209556,-3.4945809
Cookhouse + Pub The Woodpecker,London Road,Cheshire,Northwich,Cheshire West and Chester,CW9 8EG,53.2410338,-2.5123691
Cookhouse + Pub Woodhorn Grange,Queen Elizabeth Country Park,,Ashington,Northumberland,NE63 9AT,55.1972046,-1.5541871
Table Table Airfield Tavern,Alvington Lane,,Yeovil,Somerset,BA22 8UX,50.94190949999999,-2.6706348
Table Table Ashbridge Inn,Avondale Road,Pontrhydyrun,Cwmbran,Cwmbran,NP44 1DE,51.670728,-3.017579
Table Table Bailey Bridge,Barrack Road,,Christchurch,Dorset,BH23 2BN,50.737723,-1.78919
Table Table Balkerne Gate,Ipswich Road,Ardleigh,Colchester,Essex,CO4 9WP,51.9197098,0.9324953999999999
Table Table Barley Twist,High Fisher Gate,,Doncaster,South Yorkshire,DN1 1QZ,53.525491,-1.1336762
Table Table Barum Gate,Whiddon Valley,,Barnstaple,Devon,EX32 8RY,51.0735275,-4.033886499999999
Table Table Bowling Green,Colchester Road,Tendring,Clacton-on-Sea,Essex,CO16 9AA,51.858787,1.102024
Table Table Cheadle Royal,Royal Crescent,,Cheadle,Greater Manchester,SK8 3FE,53.37842819999999,-2.2193127
Table Table Derby Lodge,Roby Road,Huyton,Liverpool,Merseyside,L36 4HD,53.4084508,-2.8581958
Table Table Esk Valley,Melville Dykes Road,,Dalkeith,Midlothian,EH18 1AN,55.887964,-3.094427
Table Table Forest Park,Hinckley Road,,Leicester,Leicestershire,LE3 3GD,52.625031,-1.208506
Table Table George & Dragon - Altrincham,Manchester Road,,Altrincham,Greater Manchester,WA14 4PH,53.3929457,-2.3522323
Table Table Glass House,Gateway Plaza,Shambles Street,Barnsley,South Yorkshire,S70 2SB,53.5532665,-1.4872019
Table Table Hampton Inn,Off Pearce Way,London Road,Salisbury,Wiltshire,SP1 3GU,51.089302,-1.77127
Table Table Herne Bay,Margate Road,,Herne Bay,Kent,CT6 6LA,51.361984,1.1457935
Table Table Holes Bay,Holes Bay Road,,Poole,Dorset,BH15 2BD,50.725266,-1.991289
Table Table Horse & Jockey,125 Watling Street,Kensworth,Dunstable,Central Bedfordshire,LU6 3QP,51.8575068,-0.4804819
Table Table John Milne,Newhey Road,Milnrow,Rochdale,Greater Manchester,OL16 4JF,53.6028771,-2.1041923
Table Table Langton Inn,Melton Road,West Langton,Market Harborough,Market Harborough,LE16 7FD,52.5117255,-0.9417611
Table Table Linen House,136-144 Hillsborough Road,Lisburn,Belfast,Lisburn and Castlereagh,BT27 5QY,54.49642069999999,-6.0553444
Table Table Lynton Court,47 Christchurch Road,Boscombe,Bournemouth,Dorset,BH1 3PA,50.7228044,-1.8531086
Table Table Marine Court,Marine Parade,,Dover,Kent,CT16 1LW,51.1250685,1.3212006
Table Table Mill of Mundurno,Murcar,Bridge of Don,Aberdeen,Aberdeen City,AB23 8BP,57.2035162,-2.0895687
Table Table Morfa Rhuddlan,Castle View Retail park,Marsh Road,Rhuddlan,Rhyl,LL18 5UA,53.2880063,-3.471551
Table Table Oasthouse,Foresters Park Centre,Sinfin Lane,Derby,,DE23 8AG,52.89723439999999,-1.4782108
Table Table Orion Way,Off London Road,Cambuslang,Glasgow,Glasgow City,G32 8EY,55.835984,-4.169582
Table Table Oswalds Cross,Rods Meadow,,Oswestry,Shropshire,SY10 8NN,52.8503152,-3.0320593
Table Table Pantruthyn Farm,Pencoed,Pencoed,Bridgend,Rhondda Cynon Taff,CF35 5HY,51.5134132,-3.4947842
Table Table Parc Britannia,Parc Menai,Parc Menai,Road,Bangor,LL57 4FA,53.2035774,-4.178292
Table Table Paul Pry,1023 Lincoln Road,Walton,Peterborough,,PE4 6AH,52.6024058,-0.2668302
Table Table Pentrebach House,Pentrebach House,Pentrebach,Merthyr Tydfil,Merthyr Tydfil County Borough,CF48 4BD,51.7255694,-3.3601481
Table Table Red Lion - Portsmouth,2 Havant Road,,Portsmouth,Hampshire,PO8 0DT,50.9133152,-0.9964829
Table Table Red Lion - Warwickshire,1 Warwick Road,Bridge Foot,Stratford-upon-Avon,Warwickshire,CV37 6YW,52.193448,-1.703512
Table Table Smugglers Retreat,Tothill Street,Minster,Ramsgate,Kent,CT12 4AG,51.3423723,1.3168436
Table Table Solway Gate,Annan Road,,Dumfries,Dumfries and Galloway,DG1 3JX,55.0700294,-3.5583294
Table Table Stanhope Arms,Ashby Road East,,Burton-on-Trent,Derbyshire,DE15 0PU,52.794959,-1.5790428
Table Table Swinging Bridge,Trafford Boulevard,Trafford Park,Urmston,Manchester,M41 7JE,53.4699459,-2.350747
Table Table The Aspley,Saint Andrew's Road,Aspley,Huddersfield,West Yorkshire,HD1 6SB,53.6449006,-1.7741924
Table Table The Bishopsgate,7-11 Bishopsgate,Lower Mosley Street,Manchester,Greater Manchester,M2 3DW,53.4768086,-2.2446276
Table Table The Bluebrick,191 Broad Gauge Way,,Wolverhampton,West Midlands,WV10 0BA,52.5886132,-2.119565
Table Table The Callywith,Launceston Road,,Bodmin,Cornwall,PL31 2AR,50.474568,-4.704947
Table Table The Centurion,Watling Street,Wilnecote,Tamworth,Staffordshire,B77 5PN,52.604286,-1.648491
Table Table The Charter,2 Rimmington Way,,Aylesbury,Buckinghamshire,HP19 8AW,51.82319159999999,-0.8298719999999999
Table Table The Colliers,tower business park,Power Station Road,Rugeley,Staffordshire,WS15 1LX,52.757575,-1.926017
Table Table The Dilke,Aldridge Road,,Walsall,West Midlands,WS4 2JL,52.58998589999999,-1.9522941
Table Table The Gateway,Leigh Road,Eastleigh,Southampton,Hampshire,SO50 9YX,50.9729689,-1.3738615
Table Table The Harbour (Caernarfon),Doc Fictoria,Balaclava Road,Caernarfon,Gwynedd,LL55 1TH,53.1439124,-4.2750352
Table Table The Lee Burn,5 Lee Burns Court,Nerston,East Kilbride,Glasgow,G74 3XB,55.77869,-4.1630309
Table Table The Longboat,28-40 Blossom Street,,York,,YO24 1AJ,53.9548521,-1.0925905
Table Table The Nelson,Prince of Wales Road,,Norwich,Norfolk,NR1 1DX,52.6278673,1.3053095
Table Table The Ormonde,Fred Archer Way,,Newmarket,Suffolk,CB8 8NY,52.24641,0.4084827
Table Table The Park,Hornbeam Park Avenue,,Harrogate,North Yorkshire,HG2 8RA,53.980326,-1.525456
Table Table The Ridgacre,New Gas Street,,West Bromwich,West Midlands,B70 0NP,52.5297662,-2.0158732
Table Table The Riverside,3 Riverside Park North,Castleroe Road,Coleraine,Causeway Coast and Glens,BT51 3AW,55.1194801,-6.6750507
Table Table The Showground,Longwater Interchange,Dereham Road,New Costessey,Norwich,NR5 0TP,52.6505412,1.1834415
Table Table The Stonecross,Yew Tree Way,Lane,Golborne,Warrington,WA3 3JD,53.468413,-2.588284
Table Table The Water Bridge,Derby Road,,Uttoxeter,Staffordshire,ST14 5AA,52.9071657,-1.8540921
Table Table Treffry Tavern,Quintrell Downs,Quintrell Downs,Newquay,Cornwall,TR8 4LE,50.402599,-5.0284425
Table Table Wakefield Arms,Maude Street,,Kendal,Cumbria,LA9 4QD,54.3307732,-2.7477669
Table Table Willow Farm,New Road,Wennington,Rainham,Greater London,RM13 9ED,51.5066523,0.2261102
Whitbread Inns George and Dragon - Marlow,The Causeway,,Marlow,Buckinghamshire,SL7 2AA,51.5690276,-0.7738172999999999
Whitbread Inns The Beeches,Chester Road,Gresford,Wrexham,Wrexham Principal Area,LL12 8PW,53.0794404,-2.9823242
Whitbread Inns The Bridgewater Arms,Wem Road,Harmer Hill,Shrewsbury,Shropshire,SY4 3DS,52.79317469999999,-2.7574603
Whitbread Inns The Carclaze,St Austell Enterprise park,Treverbyn Road,Carclaze,Saint Austell,PL25 4EJ,50.3578714,-4.7815466
Whitbread Inns The Globe Inn,266 Lymington Road,Highcliffe,Christchurch,Dorset,BH23 5ET,50.74102329999999,-1.7027027
Whitbread Inns The Heath,Beaulieu Road,Dibden Purlieu,Southampton,Hampshire,SO45 4PW,50.851287,-1.417047
Whitbread Inns The Hobbs Boat,Bridgwater Road,,Weston-super-Mare,Somerset,BS24 0BP,51.2985203,-2.9469816
Whitbread Inns The Liskeard Tavern,The Liskeard Tavern,Haviland Road,Liskeard,Cornwall,PL14 3FG,50.44819829999999,-4.449587
Whitbread Inns The May Tree,The May Tree,Clodgey Lane,Helston,Cornwall,TR13 0QD,50.1005051,-5.2593497
Whitbread Inns The Roundstone,Roundstone Lane,East Preston,Littlehampton,West Sussex,BN16 1EB,50.817684,-0.475786
Whitbread Inns The Treacle Mine,Treacle Mine,,Eastbourne,Polegate,BN26 6QL,50.8296322,0.237053
Whitbread Inns The Warrener,Brandon Road,,Thetford,Norfolk,IP24 3PG,52.414645,0.727116
Breakfast Room,North Anderson Drive,,Aberdeen,Aberdeen City,AB15 6DW,57.1505411,-2.1497808
Breakfast Room,Birmingham Road,Great Barr,Birmingham,West Midlands,B43 7AG,52.558242,-1.937971
Breakfast Room,1456 Stratford Road,Hall Green,Birmingham,West Midlands,B28 9ES,52.4234066,-1.8373671
Breakfast Room,1 Arena Approach,Horwich,Bolton,Greater Manchester,BL6 6LB,53.579343,-2.537392
Breakfast Room,Cressing Road,Cressing,Braintree,Essex,CM77 8DH,51.86659299999999,0.5833189999999999
Breakfast Room,The Derwen A4061,,Bridgend,Bridgend County Borough,CF32 9ST,51.5316233,-3.5724855
Breakfast Room,Corbetts Lane,,Caerphilly,Pwllypant,CF83 3HX,51.5928599,-3.2258015
Breakfast Room,374 Gloucester Road,,Cheltenham,Gloucestershire,GL51 7AY,51.89423739999999,-2.105691
Breakfast Room,Whittle-le-Woods,Whittle-le-Woods,Chorley,Lancashire,PR6 8AB,53.6777719,-2.6222665
Breakfast Room,Rugby Road,,Coventry,West Midlands,CV3 2TA,52.396975,-1.4316727
Breakfast Room,Kenpas Highway,,Coventry,West Midlands,CV3 6PB,52.3791932,-1.5172613
Breakfast Room,Central Park Avenue,,Larbert,Falkirk,FK5 4RX,56.033001,-3.8387163
Breakfast Room,Southampton Road,Park Gate,Southampton,Hampshire,SO31 6AF,50.867166,-1.2560975
Breakfast Room,Centre Seven,,Gloucester,Gloucestershire,GL4 3HR,51.8691898,-2.1975264
Breakfast Room,Fareham Road,,Gosport,Hampshire,PO13 0ZX,50.815863,-1.159554
Breakfast Room,Fishguard Road,Withybush Roundabout,Haverfordwest,Pembrokeshire,SA62 4BP,51.8173202,-4.962810999999999
Breakfast Room,Wakefield Road,,Brighouse,West Yorkshire,HD6 4HA,53.6923027,-1.7429805
Breakfast Room,Hadleigh Road,,Ipswich,Suffolk,IP8 3AR,52.0508581,1.0971747
Breakfast Room,37 Hempstead Road,,Kings Langley,Hertfordshire,WD4 8BR,51.7162819,-0.4513278
Breakfast Room,Wellington Street,,Leeds,West Yorkshire,LS3 1LW,53.79777720000001,-1.5618342
Breakfast Room,Selby Road,Whitkirk,Leeds,West Yorkshire,LS15 7AY,53.7981996,-1.4502311
Breakfast Room,Leicester LE3 9QH,,Leicester,,LE3 9QH,52.6506169,-1.1669803
Breakfast Room,Boghall Farm Steadings,,Bathgate,West Lothian,EH48 1LQ,55.89532819999999,-3.6064525
Breakfast Room,619 Purley Way,,Croydon,Greater London,CR0 4RQ,51.356974,-0.113301
Breakfast Room,Whalebone Lane North,Chadwell Heath,Dagenham,Romford,RM6 6QU,51.5806038,0.1404062
Breakfast Room,High Road,,Buckhurst Hill,Essex,IG9 5HT,51.62529869999999,0.0323515
Breakfast Room,London Road,Flamstead,St Albans,Hertfordshire,AL3 8HT,51.8210217,-0.4211169
Breakfast Room,Marton Road,,Middlesbrough,,TS4 3BS,54.551424,-1.2201798
Breakfast Room,Washington NE37 1LB,,Washington,Tyne and Wear,NE37 1LB,54.88722629999999,-1.5578739
Breakfast Room,101 Mansfield Road,Daybrook,Nottingham,Nottinghamshire,NG5 6BH,53.000239,-1.138761
Breakfast Room,Ty Felin Fawr,A472,Pontypool,Torfaen Principal Area,NP4 0RH,51.69452399999999,-3.0223432
Breakfast Room,Bamber Bridge,Bamber Bridge,Preston,Lancashire,PR5 6BZ,53.7190229,-2.6733686
Breakfast Room,Richfield Avenue,,Reading,,RG1 8EQ,51.46507,-0.9808699999999999
Breakfast Room,Brownsover Road,,Rugby,Warwickshire,CV21 1HL,52.3904593,-1.2555981
Breakfast Room,Brackley Hatch,Brackley Hatch,Brackley,Northamptonshire,NN13 5TX,52.071154,-1.057257
Breakfast Room,Romsey Road,Ower,Romsey,Hampshire,SO51 6ZJ,50.95200510000001,-1.5371929
Breakfast Room,1 Hurricane Close,,Stafford,Staffordshire,ST16 1GZ,52.8328309,-2.1331823
Breakfast Room,Ruishton,Ruishton,Taunton,Somerset,TA3 5LU,51.0179983,-3.0604742
Breakfast Room,Denby Dale Road,,Wakefield,Durkar,WF4 3BB,53.652767,-1.522191
Breakfast Room,Floyd Drive,,Warrington,,WA2 8DB,53.4062323,-2.5936146
Breakfast Room,Coal Lane,Wolviston,Stockton-on-Tees,Billingham,TS22 5PZ,54.6292109,-1.3060614
Breakfast Room,York YO30 5PA,,York,,YO30 5PA,53.9758995,-1.1100178
hub,Saint Swithin's Lane,,London,Greater London,EC4N 8AL,51.511893,-0.08921899999999999
Kitchen,The Strand,,Bude,Cornwall,EX23 8RA,50.82781620000001,-4.5437169
Kitchen,Epsom KT18 5BY,,Epsom,Surrey,KT18 5BY,51.3331268,-0.26538
Kitchen,Piries Place,,Horsham,West Sussex,RH12 1EH,51.06249589999999,-0.3260847
Lounge Bar,Rose Street South Lane,,Edinburgh,,EH2 2NN,55.9525672,-3.1977611
Lounge Bar,21 Tothill Street,,London,Greater London,SW1H 9LL,51.49958849999999,-0.1315428
Lounge Bar,Brook House,Torrington Place,London,Greater London,WC1E 7HN,51.5215944,-0.1344095
Lounge Bar,50 Wharfdale Road,,London,Greater London,N1 9FA,51.5337037,-0.1219503
Lounge Bar,15 Dacre Street,,London,Greater London,SW1H 0DJ,51.4989997,-0.1326171
Lounge Cafe Bar,11-15 Lillie Road,,London,Greater London,SW6 1TX,51.4868558,-0.1968732
ProvenDough,Edinburgh EH8 8FR,,Edinburgh,,EH8 8FR,55.95130109999999,-3.1836828
ProvenDough,110 Saint Martin's Lane,,London,Greater London,WC2N 4BA,51.5100642,-0.1270499
ProvenDough,86 Brick Lane,,London,Greater London,E1 6RL,51.5192715,-0.07143959999999999
ProvenDough,City of London,City of London,London,Greater London,EC3R 5AT,51.5093255,-0.0810309
The Kitchen,Broad Street,,Birmingham,West Midlands,B15 1AU,52.4752343,-1.9146818
The Kitchen,Dudley DY1 4TA,,Dudley,West Midlands,DY1 4TA,52.5161244,-2.0706409
The Kitchen,Sandown PO36 9PE,,Sandown,Isle of Wight,PO36 9PE,50.647819,-1.1785147
The Kitchen,1 Leicester Square,,London,Greater London,WC2H 7BP,51.5110378,-0.1302996
The Kitchen,135 Borough High Street,,London,Greater London,SE1 1NP,51.5033961,-0.0911515
The Kitchen,Bury New Road,Prestwich,Manchester,Greater Manchester,M25 3AJ,53.53414960000001,-2.2862271
The Kitchen,Norman Way,,Melton Mowbray,Leicestershire,LE13 1JE,52.7667112,-0.8862446
The Kitchen,2 Common Garden Square Penrith New Squares,,Penrith,Cumbria,CA11 7FG,54.66152109999999,-2.7506736
The Kitchen,Payton Street,,Stratford-upon-Avon,Warwickshire,CV37 6UQ,52.19395,-1.703785
The Kitchen,Union Street,,Swansea,,SA1 3EE,51.619151,-3.946017899999999
The Kitchen,Saint Albans Road,,Watford,Hertfordshire,WD25 0LH,51.6908646,-0.3860923
Thyme,Argyll Way,Dyce,Aberdeen,Aberdeen City,AB21 0BN,57.1967149,-2.2068734
Thyme,Inverlair House,West North Street,Aberdeen,Aberdeen City,AB24 5AS,57.150445,-2.0947865
Thyme,36-37 Marine Terrace,,Aberystwyth,Ceredigion,SY23 2BX,52.41767369999999,-4.0840226
